Geneid	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3
ENSG00000243267.3	0	0	0	0	0	0	0	0
ENSG00000130940.15	744	641	535	1268	831	689	735	363
ENSG00000272078.1	0	1	0	3	2	4	0	0
ENSG00000298629.1	0	0	0	0	0	0	0	0
ENSG00000308013.1	0	0	0	0	0	0	0	0
ENSG00000307983.1	0	0	0	0	0	0	0	0
ENSG00000307999.1	0	0	0	0	0	0	0	0
ENSG00000225158.2	0	0	0	0	0	0	0	0
ENSG00000308257.1	0	0	0	0	0	0	0	0
ENSG00000175262.15	39	33	25	16	9	36	21	10
ENSG00000215785.2	1	0	0	2	0	1	1	0
ENSG00000120948.19	12580	10911	8330	15643	9430	13497	12344	7598
ENSG00000009724.18	29	17	17	46	36	26	25	11
ENSG00000116649.10	5846	4784	3673	8886	5068	3898	3993	1812
ENSG00000230337.5	110	107	68	188	108	137	124	71
ENSG00000171824.14	6180	5318	4253	9702	5735	5489	5486	2917
ENSG00000198793.14	6486	5677	4405	12884	7109	6369	5632	3071
ENSG00000225602.5	0	0	1	0	0	0	0	0
ENSG00000253086.1	0	0	0	0	0	0	0	0
ENSG00000171819.5	0	0	0	0	0	0	0	0
ENSG00000207451.1	0	0	0	0	0	0	0	0
ENSG00000238173.1	0	0	0	0	0	0	1	0
ENSG00000309051.1	0	0	1	3	3	0	0	0
ENSG00000120942.14	1322	1140	825	2049	1155	1143	1059	637
ENSG00000238199.1	0	0	1	0	0	0	0	0
ENSG00000284646.2	1	0	0	0	0	0	0	0
ENSG00000302153.1	2	0	1	1	2	3	7	4
ENSG00000302176.1	0	0	0	0	0	0	0	0
ENSG00000224338.2	0	0	0	0	0	0	0	0
ENSG00000299102.1	0	0	0	0	1	0	0	0
ENSG00000204624.8	72	49	50	160	77	57	51	13
ENSG00000285833.1	0	0	0	0	1	0	0	0
ENSG00000303300.1	0	0	0	0	0	0	0	0
ENSG00000235643.2	49	42	21	233	108	21	18	11
ENSG00000284708.1	1	0	0	0	0	0	0	0
ENSG00000116661.11	99	118	99	72	52	130	123	50
ENSG00000132879.14	1181	1024	869	1153	705	1062	1070	540
ENSG00000116670.17	2541	2261	1696	3190	1836	2407	2552	1131
ENSG00000116663.11	94	84	76	145	94	95	107	43
ENSG00000162490.7	75	87	59	106	100	126	125	53
ENSG00000301523.1	0	0	0	0	0	0	0	0
ENSG00000305789.1	1	3	0	1	2	0	2	0
ENSG00000177674.16	800	694	554	1109	687	743	760	357
ENSG00000215910.8	10	11	8	6	3	12	15	12
ENSG00000177553.6	0	0	0	0	0	0	0	0
ENSG00000177000.13	1276	1148	871	1943	1119	1021	1005	533
ENSG00000011021.23	1234	1058	826	2233	1313	1237	1141	609
ENSG00000276470.1	0	0	0	0	0	0	0	0
ENSG00000278852.1	0	0	0	0	0	0	0	0
ENSG00000175206.11	0	0	1	0	0	0	1	0
ENSG00000275915.1	0	0	0	0	0	0	0	0
ENSG00000120937.9	5	4	1	4	3	0	0	0
ENSG00000224904.1	0	1	0	1	0	0	0	0
ENSG00000285646.3	15	11	22	72	33	29	23	16
ENSG00000199347.1	0	0	0	0	0	0	0	0
ENSG00000201801.1	2	1	0	2	1	0	0	0
ENSG00000116685.17	1543	1250	1076	2604	1522	1461	1499	779
ENSG00000083444.17	3157	2565	1996	4171	2744	3052	2805	1405
ENSG00000287384.1	2	0	1	1	0	2	0	0
ENSG00000116688.18	7471	6179	5006	12476	7039	7167	6701	3560
ENSG00000270914.1	0	0	0	0	0	0	0	0
ENSG00000116691.11	862	730	564	1181	738	729	685	356
ENSG00000202461.1	0	0	0	0	0	0	0	0
ENSG00000276869.1	0	0	0	0	0	0	0	0
ENSG00000243539.3	0	0	0	0	0	0	0	0
ENSG00000120949.15	9	9	5	6	6	9	3	4
ENSG00000201135.1	0	0	0	0	0	0	0	0
ENSG00000227875.2	0	0	0	0	0	0	0	0
ENSG00000285604.1	0	0	0	0	0	0	0	0
ENSG00000294285.1	0	0	0	0	0	0	0	0
ENSG00000301863.1	0	0	0	0	0	0	0	0
ENSG00000283789.1	0	0	0	0	0	0	0	0
ENSG00000028137.19	0	0	1	0	0	1	1	0
ENSG00000296888.1	0	0	0	0	0	0	0	0
ENSG00000263676.1	0	0	0	0	0	0	0	0
ENSG00000297053.1	0	0	0	0	0	0	0	0
ENSG00000225196.2	0	0	0	0	0	0	0	0
ENSG00000252969.1	0	0	0	0	0	0	0	0
ENSG00000048707.15	2208	2043	1499	3572	2212	3161	2341	1422
ENSG00000295309.1	0	0	0	0	0	0	0	0
ENSG00000239149.1	6	3	1	6	3	4	6	2
ENSG00000229484.4	0	0	2	3	1	1	3	0
ENSG00000309694.1	0	2	0	1	1	2	4	3
ENSG00000162496.10	365	318	300	466	326	467	458	234
ENSG00000221340.1	3	0	0	0	1	0	0	0
ENSG00000276830.1	0	0	0	2	0	0	0	0
ENSG00000305650.1	0	0	0	0	0	0	0	0
ENSG00000288927.3	11	8	9	17	7	13	15	13
ENSG00000204518.3	0	0	0	0	0	1	1	0
ENSG00000226166.2	0	0	0	0	0	0	0	0
ENSG00000188984.12	0	0	0	0	0	0	0	0
ENSG00000157330.10	0	0	0	0	0	1	0	0
ENSG00000116726.5	0	1	0	0	0	0	0	0
ENSG00000116721.9	0	0	0	1	0	0	0	0
ENSG00000228338.2	0	0	0	0	0	0	0	0
ENSG00000239810.3	0	0	0	1	0	0	0	0
ENSG00000231103.2	0	0	0	0	0	0	0	0
ENSG00000179172.10	0	3	1	4	3	2	1	0
ENSG00000120952.4	0	0	0	0	0	0	0	0
ENSG00000243073.4	0	0	0	0	0	0	0	0
ENSG00000296105.1	0	0	0	0	0	0	0	0
ENSG00000187545.5	1	0	0	1	0	0	0	0
ENSG00000204510.6	0	0	0	0	0	0	0	0
ENSG00000207434.1	0	0	0	0	0	0	0	0
ENSG00000234064.1	0	0	0	0	0	0	0	0
ENSG00000232423.6	0	0	0	0	0	0	0	0
ENSG00000274178.2	0	0	0	0	0	0	0	0
ENSG00000274764.6	0	0	0	0	0	0	0	0
ENSG00000277058.3	0	0	0	0	0	0	0	0
ENSG00000229571.7	0	0	0	0	0	0	0	0
ENSG00000277862.1	0	0	0	0	0	0	0	0
ENSG00000236179.1	0	0	0	0	0	0	0	0
ENSG00000275774.3	0	0	0	0	0	0	0	0
ENSG00000290772.2	0	0	0	0	0	0	0	0
ENSG00000229978.2	0	0	0	0	0	0	0	0
ENSG00000297821.1	0	0	0	0	0	0	0	0
ENSG00000233336.1	0	0	0	0	0	0	0	0
ENSG00000280267.7	0	0	0	0	0	0	0	0
ENSG00000179412.11	0	0	0	0	0	0	0	0
ENSG00000204505.5	0	0	1	0	0	0	0	0
ENSG00000279169.3	0	0	0	0	0	0	0	0
ENSG00000279804.3	0	0	0	0	0	0	0	0
ENSG00000295394.1	0	0	0	0	0	0	0	0
ENSG00000250894.1	0	0	0	0	0	0	0	0
ENSG00000270601.5	0	0	0	0	0	0	0	0
ENSG00000231219.1	0	0	0	0	0	0	0	0
ENSG00000207511.1	0	0	0	0	0	0	0	0
ENSG00000182330.11	0	0	0	0	0	0	0	0
ENSG00000237700.2	0	0	0	0	0	0	0	0
ENSG00000204501.7	0	0	0	3	1	1	0	0
ENSG00000228229.2	0	0	0	0	0	0	0	0
ENSG00000204481.8	0	0	0	1	0	0	0	0
ENSG00000204480.9	0	0	0	0	0	0	0	0
ENSG00000204479.4	0	0	0	0	0	0	0	0
ENSG00000204478.11	0	0	0	0	0	0	0	0
ENSG00000307992.1	15	12	11	80	21	7	3	1
ENSG00000295011.1	14	11	10	60	18	8	2	2
ENSG00000162494.6	5	4	0	4	3	5	5	5
ENSG00000301663.1	1	0	0	0	0	0	0	0
ENSG00000259961.2	0	0	0	0	0	0	0	0
ENSG00000215909.3	0	0	0	0	0	0	0	0
ENSG00000162493.17	1591	1311	1045	2447	1377	1664	1622	906
ENSG00000222952.1	0	0	0	0	0	0	0	0
ENSG00000237445.2	0	0	0	0	0	0	0	0
ENSG00000295237.1	0	1	0	0	0	0	0	1
ENSG00000253085.1	0	0	0	1	1	1	0	0
ENSG00000116731.23	3224	2729	2121	5362	2945	3196	2919	1678
ENSG00000289380.1	0	2	0	3	3	5	4	2
ENSG00000304226.1	0	1	0	1	0	0	0	1
ENSG00000189337.17	1074	929	768	1195	767	1114	1127	665
ENSG00000252151.1	0	0	0	0	0	0	0	0
ENSG00000231606.2	0	0	0	0	0	0	0	0
ENSG00000234593.4	1	2	0	11	2	0	1	0
ENSG00000302124.1	0	0	0	0	0	0	0	0
ENSG00000235829.1	0	0	0	0	0	1	0	0
ENSG00000287756.1	0	0	0	0	0	0	0	0
ENSG00000294214.1	0	0	0	0	0	0	0	0
ENSG00000294586.1	5	2	6	3	1	3	2	0
ENSG00000293964.1	0	0	0	0	0	0	0	0
ENSG00000175147.13	40	55	26	46	39	63	80	27
ENSG00000310342.1	0	0	0	0	0	0	0	0
ENSG00000171729.14	338	305	245	468	279	354	357	186
ENSG00000204464.8	0	0	1	1	0	0	0	0
ENSG00000215720.4	0	0	0	0	0	0	1	0
ENSG00000278480.1	1	1	0	2	1	0	0	0
ENSG00000142621.21	271	198	169	276	142	310	244	116
ENSG00000228140.3	17	15	27	28	18	28	32	19
ENSG00000233485.2	1	0	1	1	1	0	0	0
ENSG00000236045.1	0	0	0	0	0	0	0	0
ENSG00000142634.13	1538	1336	1014	1986	1157	1628	1686	830
ENSG00000162438.12	2	1	0	4	0	1	0	1
ENSG00000142615.8	4	2	1	2	1	1	0	0
ENSG00000215704.10	0	2	0	0	0	1	0	0
ENSG00000132906.18	874	705	523	1082	641	776	797	382
ENSG00000116138.13	1241	1058	802	1605	931	1163	1040	653
ENSG00000251866.1	0	1	0	0	1	0	0	0
ENSG00000272510.1	0	1	0	1	1	0	2	0
ENSG00000116771.6	89	69	54	129	66	84	56	35
ENSG00000237301.2	4	11	10	32	17	16	15	10
ENSG00000235084.3	10	14	10	14	11	20	19	5
ENSG00000252417.1	0	0	0	0	0	0	0	0
ENSG00000294489.1	0	3	0	2	0	8	4	5
ENSG00000236500.1	0	0	2	0	0	1	0	0
ENSG00000197312.13	4107	3577	2582	4384	2611	3633	3143	1962
ENSG00000215695.2	1	0	3	1	1	5	1	1
ENSG00000271742.1	2	4	3	8	4	5	4	1
ENSG00000116786.14	2182	2006	1600	3619	2004	2512	2528	1375
ENSG00000237938.5	0	0	0	0	0	0	0	0
ENSG00000162461.8	7	1	9	12	6	6	7	3
ENSG00000224459.3	1	0	0	0	0	0	0	1
ENSG00000162460.7	0	0	0	0	1	0	0	0
ENSG00000297277.1	11	7	6	7	7	18	14	10
ENSG00000162458.13	1008	929	753	1230	808	1208	1202	616
ENSG00000179743.5	1030	897	696	1447	850	1697	1715	881
ENSG00000224321.1	2	0	0	0	1	0	2	0
ENSG00000233954.7	207	127	112	285	162	226	180	118
ENSG00000178715.8	4	8	4	11	10	4	10	1
ENSG00000065526.13	25795	23608	18209	34354	21413	28562	23970	14446
ENSG00000270620.1	0	0	0	0	0	0	0	0
ENSG00000116809.12	714	604	538	1182	693	885	948	495
ENSG00000234607.2	0	0	0	0	0	0	0	1
ENSG00000231353.1	0	0	0	0	0	0	0	0
ENSG00000275503.1	0	0	0	0	0	0	0	0
ENSG00000224966.4	0	0	1	0	0	0	0	0
ENSG00000183888.4	1	1	2	0	2	1	1	0
ENSG00000233078.1	0	0	0	0	0	0	0	0
ENSG00000173641.18	21	11	12	18	12	12	9	5
ENSG00000186510.12	6	5	3	4	5	6	5	9
ENSG00000307216.1	14	14	11	13	4	14	20	11
ENSG00000232456.1	0	0	0	0	0	0	0	0
ENSG00000184908.20	31	29	27	22	18	61	47	30
ENSG00000185519.9	76	75	52	72	48	140	140	69
ENSG00000142627.13	999	802	769	1596	1047	1329	1251	676
ENSG00000227959.3	20	12	24	20	5	15	15	14
ENSG00000297531.1	1	0	1	1	1	0	0	0
ENSG00000142632.17	152	129	111	128	89	110	117	53
ENSG00000291077.2	11	7	6	9	2	8	11	8
ENSG00000237276.10	6	6	5	18	9	3	7	6
ENSG00000288398.1	488	428	302	561	348	316	299	134
ENSG00000132881.12	211	159	150	228	151	150	155	89
ENSG00000293791.1	3	2	1	7	3	6	6	2
ENSG00000233929.1	0	0	0	0	0	0	0	0
ENSG00000037637.11	2003	1635	1349	2627	1552	1892	1716	958
ENSG00000055070.17	8720	6932	5557	14025	7918	6597	6209	3330
ENSG00000226457.1	0	1	0	1	1	2	1	0
ENSG00000187144.11	6	3	3	7	6	6	4	1
ENSG00000157191.20	1633	1377	1070	2566	1506	1750	1600	891
ENSG00000290842.2	111	101	127	173	119	197	148	118
ENSG00000226029.1	20	10	11	33	16	37	18	18
ENSG00000080947.16	15	12	7	20	7	10	9	3
ENSG00000306228.1	2	3	4	5	5	7	12	4
ENSG00000206652.1	1	0	1	0	1	1	2	0
ENSG00000224174.3	25	32	34	47	18	60	52	27
ENSG00000233421.6	22	23	17	16	7	21	24	12
ENSG00000277344.1	0	0	1	0	0	0	0	0
ENSG00000298308.1	7	7	3	5	3	10	8	1
ENSG00000225710.1	0	0	0	0	0	0	0	0
ENSG00000219481.11	1568	1352	1012	2195	1324	1197	1011	645
ENSG00000271732.2	3	3	2	2	0	6	2	0
ENSG00000291072.2	1729	1396	1161	2220	1308	1625	1526	930
ENSG00000215908.12	45	55	49	96	43	67	52	30
ENSG00000283773.1	0	0	0	0	0	0	0	0
ENSG00000293920.1	34	37	37	34	29	34	26	20
ENSG00000293901.1	0	0	0	0	0	0	0	0
ENSG00000186301.8	39	30	29	40	24	26	40	17
ENSG00000282143.2	0	0	0	0	0	0	0	0
ENSG00000207513.1	0	0	0	0	0	0	0	0
ENSG00000280114.1	0	0	0	0	0	0	0	0
ENSG00000290849.2	218	188	151	295	162	215	165	78
ENSG00000236698.1	0	0	0	0	0	0	0	0
ENSG00000296694.1	0	0	1	0	1	0	0	0
ENSG00000268869.9	1	0	2	1	0	3	1	0
ENSG00000279151.2	0	0	0	0	1	1	1	0
ENSG00000293526.1	0	0	0	0	0	0	0	0
ENSG00000282740.2	0	0	0	0	0	0	0	0
ENSG00000058453.17	1046	880	752	1574	1007	967	951	473
ENSG00000290850.2	0	0	0	0	1	2	0	0
ENSG00000207389.1	0	0	0	0	0	0	0	0
ENSG00000227684.3	0	0	0	0	0	0	0	0
ENSG00000290851.2	5	3	0	1	1	0	2	0
ENSG00000186715.12	0	0	0	0	0	0	0	0
ENSG00000223643.6	0	0	0	0	0	0	0	0
ENSG00000230239.1	0	0	0	0	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0
ENSG00000302843.1	3	1	2	1	2	1	7	0
ENSG00000228549.5	35	21	27	35	17	20	21	18
ENSG00000277234.1	0	0	0	0	0	0	0	0
ENSG00000238142.5	8	8	7	6	4	7	7	3
ENSG00000235241.1	0	0	0	0	0	0	0	0
ENSG00000207005.1	1	0	1	1	0	1	0	0
ENSG00000272426.2	4	3	2	6	1	7	5	1
ENSG00000290122.2	7	7	3	6	4	2	5	3
ENSG00000117122.14	283	275	187	374	235	396	374	168
ENSG00000286898.2	1	0	1	0	0	1	0	0
ENSG00000226526.1	2	0	2	2	0	0	1	0
ENSG00000159363.19	2055	1635	1344	2675	1654	1883	2047	1024
ENSG00000288636.1	0	0	0	0	0	0	0	0
ENSG00000117118.12	3861	3164	2498	5861	3365	4030	4051	2126
ENSG00000117115.13	302	283	227	281	190	472	473	255
ENSG00000204362.7	0	2	1	2	1	1	1	0
ENSG00000282843.1	0	0	0	0	0	0	0	0
ENSG00000142623.11	7	8	7	22	8	5	8	7
ENSG00000142619.4	14	11	9	16	8	15	10	5
ENSG00000266634.1	0	0	0	0	0	0	0	0
ENSG00000159339.13	1	0	0	3	2	0	0	1
ENSG00000276747.1	0	0	0	0	0	0	0	0
ENSG00000227751.1	2	1	2	4	1	3	6	2
ENSG00000179051.14	14224	11908	8946	16023	9282	12751	11958	6443
ENSG00000308620.1	0	0	0	0	0	0	0	0
ENSG00000290096.2	4	3	4	4	1	9	1	3
ENSG00000307703.1	7	8	5	6	2	13	14	2
ENSG00000306620.1	0	0	0	0	0	0	0	0
ENSG00000074964.17	605	541	424	904	559	679	685	360
ENSG00000302710.1	0	0	0	0	1	0	0	0
ENSG00000236648.2	1	1	0	0	0	1	0	0
ENSG00000117148.8	28	18	15	31	25	8	4	2
ENSG00000296176.1	0	0	0	0	0	0	0	0
ENSG00000296161.1	0	0	0	0	0	0	0	0
ENSG00000284653.1	0	0	0	0	0	0	0	0
ENSG00000302372.1	0	0	0	0	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0	0	0
ENSG00000117154.12	22	31	24	33	18	41	53	22
ENSG00000280222.1	0	0	0	0	0	2	1	0
ENSG00000293810.1	1	1	1	3	0	3	2	2
ENSG00000230035.3	0	0	0	0	0	0	0	0
ENSG00000293766.1	0	0	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	1	0
ENSG00000294535.1	0	0	0	0	0	0	0	0
ENSG00000179023.9	3	7	3	16	9	7	5	2
ENSG00000235282.3	0	0	0	0	0	0	1	0
ENSG00000225478.2	0	0	0	0	0	0	0	0
ENSG00000300147.1	0	0	0	1	0	0	0	0
ENSG00000009709.13	144	111	111	154	103	147	132	71
ENSG00000308985.1	1	1	3	3	2	0	1	0
ENSG00000179002.6	0	0	0	1	0	0	1	0
ENSG00000159423.17	560	456	356	910	532	579	576	276
ENSG00000265606.1	0	0	0	0	0	0	0	0
ENSG00000221662.1	0	0	0	1	0	0	0	0
ENSG00000310349.1	1	3	2	1	4	2	2	3
ENSG00000169991.11	939	795	601	1250	734	998	949	506
ENSG00000295712.1	0	0	0	1	0	0	1	0
ENSG00000308389.1	0	0	0	0	0	0	0	0
ENSG00000307102.1	0	0	0	1	0	0	0	0
ENSG00000272084.1	16	10	8	21	8	16	11	10
ENSG00000127481.15	7159	6558	5104	15053	8882	10893	8273	4413
ENSG00000230424.4	146	154	97	238	127	159	180	111
ENSG00000127463.16	3912	3235	2444	6811	4163	4340	3881	2190
ENSG00000309633.1	6	3	2	9	4	2	4	2
ENSG00000053372.5	3887	3002	2450	5957	3265	3083	2975	1502
ENSG00000286064.1	3	2	3	4	4	1	1	1
ENSG00000211454.16	44	29	25	57	29	40	23	22
ENSG00000162482.5	33	15	11	44	24	32	22	15
ENSG00000270728.1	0	0	0	0	0	1	0	0
ENSG00000308073.1	0	0	0	1	0	0	1	0
ENSG00000053371.14	1200	1093	847	1900	1109	1492	1397	755
ENSG00000200403.1	9	7	6	12	5	4	5	4
ENSG00000040487.13	929	752	557	1253	737	735	691	354
ENSG00000077549.19	6900	5768	4611	8986	5101	6098	5638	3184
ENSG00000306364.1	0	0	0	0	0	0	0	0
ENSG00000240490.3	0	0	0	0	0	0	0	0
ENSG00000306329.1	1	1	0	0	1	0	0	0
ENSG00000173436.15	549	536	399	590	346	554	602	362
ENSG00000306287.1	0	0	0	0	0	0	0	0
ENSG00000201609.1	0	0	0	0	0	0	0	0
ENSG00000235185.2	4	1	2	4	4	7	11	5
ENSG00000158747.15	345	285	248	415	275	422	396	216
ENSG00000270136.6	0	0	0	0	0	0	0	0
ENSG00000226396.1	100	63	56	134	67	124	125	55
ENSG00000306350.1	0	0	0	0	0	0	0	0
ENSG00000158748.4	72	44	61	66	42	102	90	61
ENSG00000162542.14	224	218	197	380	232	268	276	162
ENSG00000178828.7	0	0	1	0	0	0	0	0
ENSG00000235434.2	0	0	0	0	0	1	0	0
ENSG00000169914.6	2707	2427	1807	4174	2317	3545	3119	2057
ENSG00000308515.1	0	0	0	0	0	0	0	0
ENSG00000188784.4	0	0	0	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0	0	0
ENSG00000188257.12	3	3	0	10	4	0	0	0
ENSG00000297402.1	1	0	1	2	5	0	0	0
ENSG00000127472.11	1	0	0	1	1	0	0	1
ENSG00000117215.15	0	0	0	1	0	0	1	0
ENSG00000307383.1	0	0	0	0	0	0	0	0
ENSG00000158786.5	1	0	0	0	0	0	0	0
ENSG00000227066.3	0	0	0	0	0	0	0	0
ENSG00000187980.7	0	0	1	0	0	0	0	0
ENSG00000162543.6	0	0	0	0	1	0	0	0
ENSG00000228105.3	0	0	0	0	0	0	0	0
ENSG00000284710.1	0	0	0	0	0	0	0	0
ENSG00000158816.16	13	22	9	13	5	24	25	14
ENSG00000226664.1	0	0	0	0	0	0	0	0
ENSG00000304627.1	0	0	0	0	0	0	0	0
ENSG00000236963.10	1	0	0	0	2	1	0	0
ENSG00000226487.1	0	0	0	0	0	0	0	0
ENSG00000284641.1	0	0	0	0	0	0	0	0
ENSG00000284743.2	0	0	0	0	0	0	0	0
ENSG00000296909.1	2	0	0	3	0	2	0	0
ENSG00000162545.6	750	651	539	1078	688	1072	1067	568
ENSG00000289402.3	21	9	9	22	15	22	23	12
ENSG00000090432.7	1498	1088	861	2394	1291	1356	1329	670
ENSG00000215520.3	1	1	0	2	2	1	0	2
ENSG00000183114.8	54	50	36	75	45	91	95	44
ENSG00000158825.6	34	35	36	24	18	62	63	22
ENSG00000158828.8	2600	2082	1693	3459	2013	2641	2547	1276
ENSG00000284005.1	0	0	0	0	0	0	0	0
ENSG00000117242.7	334	244	182	707	389	234	201	95
ENSG00000244038.11	7955	6228	5293	14232	8193	7593	7016	3552
ENSG00000296887.1	3	3	4	15	5	6	10	6
ENSG00000117245.13	191	164	151	214	143	268	304	139
ENSG00000235432.1	0	0	0	0	2	0	0	0
ENSG00000189410.12	275	235	205	286	223	502	508	247
ENSG00000298940.1	0	0	0	1	0	0	0	0
ENSG00000233069.2	1	1	0	0	1	3	1	2
ENSG00000127483.19	11627	9968	7783	18172	10820	11815	10910	6732
ENSG00000075151.24	12304	10861	8432	16633	9927	11252	10457	6257
ENSG00000251914.1	0	0	0	0	0	0	0	0
ENSG00000221808.1	0	0	0	0	0	0	0	0
ENSG00000233072.1	0	1	0	1	0	1	0	0
ENSG00000236073.2	0	4	0	2	1	2	1	0
ENSG00000235112.1	0	0	0	0	0	0	0	0
ENSG00000287192.1	9	7	2	21	7	8	10	2
ENSG00000117298.16	2105	1711	1344	4426	2515	2242	1952	1140
ENSG00000236936.2	0	0	0	0	0	0	0	0
ENSG00000231105.2	3	4	6	6	8	19	9	9
ENSG00000296859.1	12	6	7	7	7	27	13	16
ENSG00000236216.5	0	1	0	0	0	0	0	0
ENSG00000228823.1	0	0	1	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0	0	0
ENSG00000227001.3	30	28	18	36	23	24	26	18
ENSG00000187952.9	0	1	0	0	1	1	0	0
ENSG00000186543.7	0	0	0	1	0	0	0	0
ENSG00000295832.1	0	0	0	0	0	0	0	0
ENSG00000142794.19	761	685	548	897	630	758	705	452
ENSG00000176378.8	0	0	0	0	0	0	0	0
ENSG00000162551.14	134	104	89	156	97	160	156	80
ENSG00000298372.1	0	0	0	0	0	0	0	0
ENSG00000289715.1	0	0	0	0	0	0	0	0
ENSG00000305564.1	0	0	0	0	0	0	0	0
ENSG00000233431.2	0	0	0	0	0	0	0	0
ENSG00000076864.21	299	314	223	259	215	311	333	174
ENSG00000090686.16	4602	3962	3011	6396	3779	4482	4122	2527
ENSG00000231978.2	0	0	0	0	0	0	0	0
ENSG00000187942.12	3	0	2	1	0	0	3	1
ENSG00000142798.20	351	291	284	801	498	817	764	404
ENSG00000305448.1	0	0	0	0	0	0	0	0
ENSG00000232037.3	0	0	0	1	0	0	1	0
ENSG00000293453.2	0	0	0	0	0	0	0	0
ENSG00000283234.2	0	0	0	0	0	0	0	0
ENSG00000219073.8	0	0	0	0	0	0	0	0
ENSG00000285959.1	0	0	0	0	0	0	0	0
ENSG00000273610.1	0	0	0	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0	0	0
ENSG00000142789.20	0	1	0	0	0	0	0	1
ENSG00000278124.1	0	0	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0	0	0
ENSG00000228397.4	13	11	2	9	7	9	9	5
ENSG00000218510.9	440	392	310	727	421	552	525	273
ENSG00000289694.1	0	0	0	0	0	0	0	0
ENSG00000285752.1	5	2	4	15	3	16	13	4
ENSG00000285794.1	0	0	0	0	0	0	0	0
ENSG00000070831.18	159	164	116	228	134	238	235	125
ENSG00000230068.2	6	3	3	7	4	7	5	1
ENSG00000271428.1	0	0	0	0	0	0	0	0
ENSG00000305135.1	0	3	2	3	0	1	2	1
ENSG00000162552.15	7	5	4	19	9	12	13	6
ENSG00000305152.1	0	0	0	0	0	0	0	0
ENSG00000285873.2	13	11	7	20	7	6	8	2
ENSG00000294752.1	10	7	9	13	8	14	11	2
ENSG00000266564.1	0	0	0	0	0	0	0	0
ENSG00000294164.1	0	0	1	0	0	0	0	0
ENSG00000302675.1	0	0	0	0	0	0	0	0
ENSG00000234397.3	0	0	0	0	1	0	0	0
ENSG00000279625.1	0	1	1	0	0	1	1	2
ENSG00000299881.1	0	0	0	0	0	0	0	0
ENSG00000184677.18	2171	1768	1453	3601	2005	2291	2026	1206
ENSG00000302246.1	0	0	0	0	0	0	0	0
ENSG00000237200.1	6	4	4	8	7	16	11	8
ENSG00000070886.12	93	76	57	176	111	147	165	88
ENSG00000276835.2	0	0	0	0	0	0	0	0
ENSG00000173372.18	0	0	0	0	0	0	0	0
ENSG00000289692.1	0	0	0	0	0	0	0	0
ENSG00000159189.13	0	0	0	0	0	0	0	0
ENSG00000308848.1	0	0	0	0	0	0	0	0
ENSG00000173369.18	0	0	0	0	0	0	0	0
ENSG00000133216.17	583	489	426	1020	678	807	732	378
ENSG00000265422.1	0	0	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0	0	0	0
ENSG00000215906.9	2	0	0	0	0	0	0	0
ENSG00000297948.1	0	0	0	0	0	0	0	0
ENSG00000227868.7	23	27	16	41	22	34	15	13
ENSG00000004487.18	9793	8533	6753	13882	7962	10198	9611	5595
ENSG00000240553.1	0	0	0	4	0	0	0	0
ENSG00000263793.1	0	0	0	0	0	0	0	0
ENSG00000266802.1	0	0	0	0	0	0	0	0
ENSG00000169641.16	2566	2246	1844	4087	2429	2939	2793	1690
ENSG00000293565.1	0	0	0	0	0	0	0	0
ENSG00000229010.1	0	0	0	0	0	0	0	0
ENSG00000206935.1	0	0	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0	0	0
ENSG00000289014.2	0	7	1	6	1	3	1	2
ENSG00000179546.5	70	57	51	74	53	120	118	70
ENSG00000304077.1	0	0	0	0	0	0	0	0
ENSG00000215381.3	0	0	0	1	0	0	0	0
ENSG00000302918.1	1	0	0	0	0	0	0	0
ENSG00000261326.5	308	311	217	266	216	387	402	259
ENSG00000284726.1	0	0	0	0	0	0	0	0
ENSG00000125944.22	16656	13877	10393	16304	9957	14580	12881	8018
ENSG00000125945.16	869	695	607	1497	782	1019	873	551
ENSG00000249087.10	287	261	212	362	232	494	491	241
ENSG00000201405.1	0	0	0	0	0	0	0	0
ENSG00000271420.1	0	0	0	0	0	0	2	0
ENSG00000204219.11	45	37	30	38	27	38	35	24
ENSG00000232482.2	0	0	0	0	0	0	0	0
ENSG00000295946.1	0	0	0	0	0	0	0	0
ENSG00000088280.21	456	350	371	696	419	693	702	330
ENSG00000007968.7	2160	1939	1416	2199	1300	1802	1757	1027
ENSG00000307540.1	0	0	0	1	0	4	4	3
ENSG00000307580.1	5	0	2	1	1	2	1	0
ENSG00000235052.2	33	36	25	32	21	59	59	23
ENSG00000117318.9	3946	3172	2524	7025	3721	3968	3731	1778
ENSG00000307609.1	10	5	4	14	7	7	10	4
